UDISE Code,School Name,District,Block,State,Management,Category,PIN Code
09452101601,PS MONAYE,PRAYAGRAJ,MONAYE,Uttar Pradesh,Department of Education,Primary,212303
09450502601,PS PANTI,PRAYAGRAJ,PANTI,Uttar Pradesh,Department of Education,Primary,212303
09450100123,MADARSA   AL-ALVIYA ORIENTAL SCHOOL,PRAYAGRAJ,SHANKAR GARH,Uttar Pradesh,Private Unaided (Recognized),Primary,212108
09450502102,COMPOSIT SCHOOL BARSAITA,PRAYAGRAJ,BARSAITA ..,Uttar Pradesh,Department of Education,Primary with Upper Primary,212302
09451800901,PS KAKARAM,PRAYAGRAJ,KAKARAM,Uttar Pradesh,Department of Education,Primary,212301
09450206402,COMPOSITE SCHOOL DAHI,PRAYAGRAJ,DAHI,Uttar Pradesh,Department of Education,Primary with Upper Primary,212106
09450303110,K.L. JAISHWAL SHISHU MANDIR P.S.,PRAYAGRAJ,JARI,Uttar Pradesh,Private Unaided (Recognized),Primary,212106
09450303113,K L J S SHISHU MANDIR P S,PRAYAGRAJ,JARI,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212106
09450107804,SMT PHULKALI SINGH PS BHARWAR,PRAYAGRAJ,BHARWAR,Uttar Pradesh,Private Unaided (Recognized),Primary,212108
09450200401,PS JOKNAI,PRAYAGRAJ,JOKNAI,Uttar Pradesh,Department of Education,Primary,212301
09450204602,COMPOSITE SCHOOL OSA,PRAYAGRAJ,OSA,Uttar Pradesh,Department of Education,Primary with Upper Primary,212301
09450200203,P.S. MOHAR RAM KA POORA,PRAYAGRAJ,BENIPUR,Uttar Pradesh,Department of Education,Primary,212301
09450200304,U.P.S. BHAGWANI BARI,PRAYAGRAJ,KULMAI,Uttar Pradesh,Department of Education,Upper Primary only,212301
09450509301,P.S. POSIYA DUBEY,PRAYAGRAJ,POSIYA  DUBEY,Uttar Pradesh,Department of Education,Primary,212302
09450502402,COMPOSIT SCHOOL  AMORA,PRAYAGRAJ,AMORA,Uttar Pradesh,Department of Education,Primary with Upper Primary,212303
09450100502,UPS GARAHA KATARA,PRAYAGRAJ,GARAHA KATARA..,Uttar Pradesh,Department of Education,Upper Primary only,212108
09450100108,G.G.I.C. SHANKARGARH,PRAYAGRAJ,SHANKAR GARH,Uttar Pradesh,Department of Education,Upper Pri. Secondary and Higher Sec,212108
09450102809,SMT PATI DEVI BALIKA UPS,PRAYAGRAJ,BASAHARA UPARHAR,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212106
09450100114,SRI KEDARNATH V.MANDIR SANKAR,PRAYAGRAJ,SHANKAR GARH,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,212108
09450100102,SMT. P. DEVI balika inter college Ald,PRAYAGRAJ,SHANKAR GARH,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. Secondary and Higher Sec,212108
09450110111,SHRI KAMLAKAR SANSKRIT PATHSHALA,PRAYAGRAJ,TOWN AREA SHANKAR GARH,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,212108
09452110101,P.S. MANU KA PURA,PRAYAGRAJ,MANU KA POORA,Uttar Pradesh,Department of Education,Primary,212303
09450114501,P.S. LAKHAR,PRAYAGRAJ,LAKHAR,Uttar Pradesh,Department of Education,Primary,212108
09452104501,PS ATKHARIYA,PRAYAGRAJ,ATKHARIYA,Uttar Pradesh,Department of Education,Primary,212305
09450302603,COMPOSIT SCHOOL BAIJALA,PRAYAGRAJ,BAIJALA,Uttar Pradesh,Department of Education,Primary with Upper Primary,212106
09450303112,COMPOSIT SCHOOL  JARI GANWA,PRAYAGRAJ,JARI,Uttar Pradesh,Department of Education,Primary with Upper Primary,212106
09452108701,P.S. AMILIYA KHURD,PRAYAGRAJ,AMILIYA KALA,Uttar Pradesh,Department of Education,Primary,212303
09450409406,HANUMAT KRIPA U.P.S.,PRAYAGRAJ,MOHIUDDINPUR,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212402
09450100128,S T Joseph School Kaitha Lakhanpue Shankergrh PRAYAGRAJ,PRAYAGRAJ,SHANKAR GARH,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,
09450501803,P.S. GAURI KA POORA,PRAYAGRAJ,LOTADHA,Uttar Pradesh,Department of Education,Primary,212303
09450503102,UPS MADARAHA,PRAYAGRAJ,MADRAHA,Uttar Pradesh,Department of Education,Upper Primary only,212302
09450100501,PS GARAHA KATRA,PRAYAGRAJ,GARAHA KATARA..,Uttar Pradesh,Department of Education,Primary,212108
09450111401,NEW BHARAT ANUSUCHIT JANJATI SEWA SANSTHAN H.S. GADHA KATRA,PRAYAGRAJ,GADHA KATRA,Uttar Pradesh,Private Unaided (Recognized),Pri. Upper Pri. and Secondary Only,212108
09450100120,SENT JOSEF P.S. SHANKARGARH,PRAYAGRAJ,SHANKAR GARH,Uttar Pradesh,Private Unaided (Recognized),Primary,212108
09450109902,U.P.S. TAKTAYIE,PRAYAGRAJ,TAKTAYIE,Uttar Pradesh,Department of Education,Upper Primary only,212108
09450304802,COMPOSIT SCHOOL GEENJ,PRAYAGRAJ,GEENJ,Uttar Pradesh,Department of Education,Primary with Upper Primary,212106
09451803701,PS NARAINA,PRAYAGRAJ,NARAINA,Uttar Pradesh,Department of Education,Primary,212301
09450501901,PS BANDHAWA,PRAYAGRAJ,BANDHAWA..,Uttar Pradesh,Department of Education,Primary,212303
09450100302,COMPOSITE SCHOOL BIHARIYA,PRAYAGRAJ,BIHARIYA,Uttar Pradesh,Department of Education,Primary with Upper Primary,212108
09450200301,PS KULMAI,PRAYAGRAJ,KULMAI,Uttar Pradesh,Department of Education,Primary,212301
09450506501,PS KAOHAT,PRAYAGRAJ,KAOHAT.,Uttar Pradesh,Department of Education,Primary,212106
09450509702,BAIJ NATH YADAV INTER COLLEGE,PRAYAGRAJ,MUSHKA,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. Secondary and Higher Sec,212304
09450502301,PS GAURA POSIYA,PRAYAGRAJ,GAURA POSIYA,Uttar Pradesh,Department of Education,Primary,212303
09450104203,LALTA PRASAD PARASHU RAM U.P.S,PRAYAGRAJ,LALYIEA,Uttar Pradesh,Government Aided,Upper Primary only,212106
09450104201,P.S. LALYIE,PRAYAGRAJ,LALYIEA,Uttar Pradesh,Department of Education,Primary,212106
09450103703,P.S. DOMHAR,PRAYAGRAJ,NIBI,Uttar Pradesh,Department of Education,Primary,212107
09450200305,P.S. KULMAI DEEH,PRAYAGRAJ,KULMAI,Uttar Pradesh,Department of Education,Primary,212301
09450200306,P.S. NACHKOL KA POORA,PRAYAGRAJ,KULMAI,Uttar Pradesh,Department of Education,Primary,212301
09452100706,M L PUBLIC SCHOOL,PRAYAGRAJ,KHANPUR  ..,Uttar Pradesh,Private Unaided (Recognized),Primary,212303
09452100705,SMT. JAI RAJI DEVI P.S.,PRAYAGRAJ,KHANPUR  ..,Uttar Pradesh,Private Unaided (Recognized),Primary,212303
09452100702,BABU S.N. SINGH J.H.S.,PRAYAGRAJ,KHANPUR  ..,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,212105
09452105408,J.K. PUBLIC SCHOOL JAI RAM KA POORA,PRAYAGRAJ,DOHARIYA,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,212105
09452101002,SRI KASHI PRASD SINGH J.H.S.,PRAYAGRAJ,KATHAULI,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. Secondary and Higher Sec,212303
09452100106,LALA RAM LAL  AGARWAL INTER COLLEGE,PRAYAGRAJ,SIRSA  TOWN AREA,Uttar Pradesh,Government Aided,Upper Pri. Secondary and Higher Sec,212305
09452104105,LATE PANDIT SHIV MAHRAJ DWEVED,PRAYAGRAJ,UNCH DEEH,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212305
09452109001,SMT. ABHARANI DEVI YADAV GIRLS,PRAYAGRAJ,UPROURA,Uttar Pradesh,Government Aided,Primary with Upper Primary,212305
09452104110,ADARSH BALIKA HIGH SCHOOL,PRAYAGRAJ,UNCH DEEH,Uttar Pradesh,Private Unaided (Recognized),Secondary Only,212305
09450100801,PS HINOUTI PANDEY,PRAYAGRAJ,HINOUOTI PANDEY,Uttar Pradesh,Department of Education,Primary,212108
09450202002,COMPOSITE SCHOOL KUKUDHI,PRAYAGRAJ,KUKUDHI,Uttar Pradesh,Department of Education,Primary with Upper Primary,212301
09450200302,PS PADOKHARA,PRAYAGRAJ,KULMAI,Uttar Pradesh,Department of Education,Primary,212301
09450202004,B.L. YADAV U.M.V. KUKUDHI,PRAYAGRAJ,KUKUDHI,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. and Secondary,212106
09450508601,MEJA GRAM VIKASH SEVA SAMITI P,PRAYAGRAJ,KOTAR,Uttar Pradesh,Private Unaided (Recognized),Primary,212301
09450508503,P.S. DHARAWAL,PRAYAGRAJ,DHARAWAL,Uttar Pradesh,Department of Education,Primary,212302
09451306402,COMPOSITE SCHOOL NEWADA SAMOGAR,PRAYAGRAJ,NEWADA SAMOGAR,Uttar Pradesh,Department of Education,Primary with Upper Primary,211010
09450305101,PS BHARILAWA,PRAYAGRAJ,BHARILAWA,Uttar Pradesh,Department of Education,Primary,212106
09452102802,DURPATI SINGH BAL VIKASH JHS AKODHA,PRAYAGRAJ,AKODHA,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. and Secondary,212303
09452107901,UPS KOTHA,PRAYAGRAJ,KOTHA,Uttar Pradesh,Department of Education,Upper Primary only,212303
09452103003,SATYA NARAYAN INTER COLLEGE URUWA,PRAYAGRAJ,URUAVA,Uttar Pradesh,Government Aided,Upper Pri. Secondary and Higher Sec,212303
09452102706,SRI MAHABAL SINGH I.C. LEHADI,PRAYAGRAJ,LEHADI,Uttar Pradesh,Government Aided,Upper Pri. Secondary and Higher Sec,212303
09452102701,PS LEHADI,PRAYAGRAJ,LEHADI,Uttar Pradesh,Department of Education,Primary,212303
09452102901,PS SHIVPURA,PRAYAGRAJ,SHIVPURA,Uttar Pradesh,Department of Education,Primary,212303
09451807402,S.S. SADAN INTER COLLEGE,PRAYAGRAJ,GHOREDEEH,Uttar Pradesh,Government Aided,Upper Pri. Secondary and Higher Sec,212307
09450203603,COMPOSITE SCHOOL DANDI,PRAYAGRAJ,NIRODHA,Uttar Pradesh,Department of Education,Primary with Upper Primary,212106
09450500111,SMT. RAJWANTI DEVI YADAV BALIKA U.M. VIDYALAYA,PRAYAGRAJ,MEJA,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. Secondary and Higher Sec,212302
09450203901,PS NAUGAWAN,PRAYAGRAJ,NAUGAWAN,Uttar Pradesh,Department of Education,Primary,212106
09450108502,COMPOSITE SCHOOL KHAN SEMARA,PRAYAGRAJ,KHAN SEMARA MISHRA PUR,Uttar Pradesh,Department of Education,Primary with Upper Primary,212108
09450201403,COMPOSITE SCHOOL GADHWA KALA,PRAYAGRAJ,DHARI,Uttar Pradesh,Department of Education,Primary with Upper Primary,212301
09450201102,PS NACHNA,PRAYAGRAJ,LAHABARA,Uttar Pradesh,Department of Education,Primary,212301
09450200902,U.P.S. GAURA,PRAYAGRAJ,GAURA,Uttar Pradesh,Department of Education,Upper Primary only,212301
09450502701,PS LAKHAN PUR,PRAYAGRAJ,LAKHAN PUR,Uttar Pradesh,Department of Education,Primary,212303
09452107801,PS RAIPURA,PRAYAGRAJ,RAIPURA  ..,Uttar Pradesh,Department of Education,Primary,212305
09450502702,S.S.S.A.P.T.I.C.,PRAYAGRAJ,LAKHAN PUR,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,212303
09450502001,PS KHARA,PRAYAGRAJ,KHARA,Uttar Pradesh,Department of Education,Primary,212303
09450505202,GAYATRI DEVI BALIKA INTER COLLEGE SOHAGAURANAGAR MEJA ROAD PRAYAGRAJ,PRAYAGRAJ,SALAIYA KALA,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,212301
09450509607,GAYATRI DEVI U P S,PRAYAGRAJ,BISHIJAN KALA,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,212303
09450108402,P.S. SAPERA BASTI,PRAYAGRAJ,KAPARI,Uttar Pradesh,Department of Education,Primary,212108
09450108201,PS KAPSO ANTARI,PRAYAGRAJ,KAPSO ATARI MALA PUR,Uttar Pradesh,Department of Education,Primary,212108
09450200501,PS KUNWA,PRAYAGRAJ,KUNWA,Uttar Pradesh,Department of Education,Primary,212301
09450205401,P.S. BHARHARA,PRAYAGRAJ,BHARHARA,Uttar Pradesh,Department of Education,Primary,212106
09450509604,PRAN NATH TIWARI U P S,PRAYAGRAJ,BISHIJAN KALA,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,212303
09451803206,PT. RAMSUKH U.P.S. NIDAURI,PRAYAGRAJ,NIDAURI,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212307
09450502703,RASHTRIYA SHIKSHA NIKETAN BALIKA I.C.,PRAYAGRAJ,LAKHAN PUR,Uttar Pradesh,Private Unaided (Recognized),Pri. with Upper Pri. Sec. and H.Sec.,212303
09450509608,RASTRIYA SHIKSHA NIKETAN U P S,PRAYAGRAJ,BISHIJAN KALA,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. Secondary and Higher Sec,212303
09451301402,COMPOSITE SCHOOL BARAMAR,PRAYAGRAJ,BARAMAR,Uttar Pradesh,Department of Education,Primary with Upper Primary,211008
09450114202,U.P.S. LAKSHMAN KA PURA,PRAYAGRAJ,LAKSHMAN KA PURA,Uttar Pradesh,Department of Education,Upper Primary only,212108
09450114201,P.S. LAKSHMAN KA PURA,PRAYAGRAJ,LAKSHMAN KA PURA,Uttar Pradesh,Department of Education,Primary,212106
09450302001,PS CHAMU,PRAYAGRAJ,CHAMU,Uttar Pradesh,Department of Education,Primary,212106
09451802401,PS JHIRI LACCHI PUR,PRAYAGRAJ,JHIRI LACCHIPUR,Uttar Pradesh,Department of Education,Primary,212303
09452109302,SRI MOHAN LAL PATEL HIGH SCHOOL MONAIE AUTA MEJA ALLAHBAD,PRAYAGRAJ,MONAYIE,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. and Secondary,212303
09451806103,PS DERAPAR LAINPAR KATKA,PRAYAGRAJ,KATKA,Uttar Pradesh,Department of Education,Primary,212307
09451806519,Christy Memorial School and College Ghatwa,PRAYAGRAJ,KARCHANA,Uttar Pradesh,Department of Education,Pri. Upper Pri. and Secondary Only,212111
09450509610,LAL MANI PAL J.H.S.,PRAYAGRAJ,BISHIJAN KALA,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212303
09452108302,SHRI HARIHAR PARASAD MISHRA UMV BIGHNA URUWA MEJA PRAYAGRAJ,PRAYAGRAJ,BIGAHNA,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. and Secondary,212305
09450103906,BASHI DHAR H.S. SCHOOL,PRAYAGRAJ,LOHGARA,Uttar Pradesh,Private Unaided (Recognized),Secondary Only,212107
09451806805,G.G.I.C. MUGARI  RAMPUR,PRAYAGRAJ,RAM PUR,Uttar Pradesh,Department of Education,Upper Pri. Secondary and Higher Sec,212301
09451806808,S.B.I.M.S. INTER COLLEGE,PRAYAGRAJ,RAM PUR,Uttar Pradesh,Government Aided,Upper Pri. Secondary and Higher Sec,212301
09450200303,P.S. BHAGAWANI BARI,PRAYAGRAJ,KULMAI,Uttar Pradesh,Department of Education,Primary,212301
09450509606,JANATA KANYA U P S,PRAYAGRAJ,BISHIJAN KALA,Uttar Pradesh,Private Unaided (Recognized),Pri. Upper Pri. and Secondary Only,212303
09450114701,P.S.MOUHARA,PRAYAGRAJ,MOUHARA,Uttar Pradesh,Department of Education,Primary,212108
09450111402,P.S. HADAHI,PRAYAGRAJ,GADHA KATRA,Uttar Pradesh,Department of Education,Primary,212108
09450112101,P.S CHIPIYA,PRAYAGRAJ,CHIBIYA,Uttar Pradesh,Department of Education,Primary,212108
09450100201,PS AMGONDAR,PRAYAGRAJ,AMGONDAR,Uttar Pradesh,Department of Education,Primary,212108
09450109901,P.S. TAKTAYIE,PRAYAGRAJ,TAKTAYIE,Uttar Pradesh,Department of Education,Primary,212108
09450100401,PS ABHAY PUR,PRAYAGRAJ,ABHAY PUR,Uttar Pradesh,Department of Education,Primary,212108
09452102301,PS KOTHARI,PRAYAGRAJ,KOTHARI,Uttar Pradesh,Department of Education,Primary,212303
09450903404,MANARAJI DEVI J H S,PRAYAGRAJ,KATRA DAYA RAM,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212501
09450500802,U.P.S. CONA,PRAYAGRAJ,CONA,Uttar Pradesh,Department of Education,Upper Primary only,212303
09450502501,PS DELLOHA,PRAYAGRAJ,DELLOHA,Uttar Pradesh,Department of Education,Primary,212303
09450507703,P.S.UNDGRENGA,PRAYAGRAJ,GUANYIE GAHAR P UR,Uttar Pradesh,Department of Education,Primary,212304
09450500204,DANDI SWAMI P S,PRAYAGRAJ,GUNAYIE,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,212302
09450505003,P.S. MALLAH DEEH,PRAYAGRAJ,SHAH PUR KALA,Uttar Pradesh,Department of Education,Primary,212303
09450508505,PAVAN PUTRA HIGH SCHOOL,PRAYAGRAJ,DHARAWAL,Uttar Pradesh,Private Unaided (Recognized),Secondary Only,212302
09450303002,COMPOSITE SCHOOL BARETHIYA,PRAYAGRAJ,BARETAEYIA,Uttar Pradesh,Department of Education,Primary with Upper Primary,212107
09450509605,KAUSHLESH NATH TIWARI U P S,PRAYAGRAJ,BISHIJAN KALA,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212303
09451801601,PS DABHI,PRAYAGRAJ,DABHI,Uttar Pradesh,Department of Education,Primary,212301
09451800204,RAJA RAM U.P.S. KAREHA,PRAYAGRAJ,KAREHA,Uttar Pradesh,Private Unaided (Recognized),Pri. Upper Pri. and Secondary Only,212301
09450113802,U.P.S. LOHGARA KEWTAN,PRAYAGRAJ,LOHGARA KEWTAN,Uttar Pradesh,Department of Education,Upper Primary only,212108
09450502602,BADRI NATH TIWARI INTER COLLEGE,PRAYAGRAJ,PANTI,Uttar Pradesh,Government Aided,Upper Pri. Secondary and Higher Sec,212303
09450201302,PS GADHVA KHURD,PRAYAGRAJ,BARSAUL,Uttar Pradesh,Department of Education,Primary,212301
09450201301,PS BARSOOL,PRAYAGRAJ,BARSAUL,Uttar Pradesh,Department of Education,Primary,212301
09450112903,P.S. CHANDRA KHAS,PRAYAGRAJ,CHANDRA,Uttar Pradesh,Department of Education,Primary,212107
09450112901,P.S CHANDRA,PRAYAGRAJ,CHANDRA,Uttar Pradesh,Department of Education,Primary,212107
09450112902,SHRI HARIRAM BALIKA U.M.V. CHANDARA LOHGARA,PRAYAGRAJ,CHANDRA,Uttar Pradesh,Private Unaided (Recognized),Secondary Only,212107
09450103901,PS LOHGARA,PRAYAGRAJ,LOHGARA,Uttar Pradesh,Department of Education,Primary,212107
09450100122,DOODHNATH SMARAK ADARSH SHIKSHA NIKETAN,PRAYAGRAJ,SHANKAR GARH,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212107
09450103902,P.S. JAJJI KA PURA,PRAYAGRAJ,LOHGARA,Uttar Pradesh,Department of Education,Primary,212108
09450103903,RAM AUTAR U.P.S. LOHGARA,PRAYAGRAJ,LOHGARA,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212107
09450103905,RANJEET PANDIT INTER COLLEGE LOHGARA,PRAYAGRAJ,LOHGARA,Uttar Pradesh,Government Aided,Pri. with Upper Pri. Sec. and H.Sec.,212107
09450103904,HARI RAM U.P.S. CHANDARA,PRAYAGRAJ,LOHGARA,Uttar Pradesh,Government Aided,Primary with Upper Primary,212107
09450113801,P.S. LOHAGARA KEWTAN,PRAYAGRAJ,LOHGARA KEWTAN,Uttar Pradesh,Department of Education,Primary,212107
09450103706,PT JANGIRAM DUBEY SMARAK U.M.V.,PRAYAGRAJ,NIBI,Uttar Pradesh,Private Unaided (Recognized),Secondary Only,212107
09450509603,P.S. BISHAHIJAN KHURD,PRAYAGRAJ,BISHIJAN KALA,Uttar Pradesh,Department of Education,Primary,212303
09451308101,SARDAR PATEL U P S,PRAYAGRAJ,CHAUKATHA,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212107
09451308102,SRI RAJA RAM SINGH U.M.V.,PRAYAGRAJ,CHAUKATHA,Uttar Pradesh,Private Unaided (Recognized),Secondary Only,221503
09450310001,P.S. RAMNAGAR,PRAYAGRAJ,RAMNAGAR,Uttar Pradesh,Department of Education,Primary,212106
09450301902,P.S. BADI ASHARWAYIE,PRAYAGRAJ,ASHARWAYIE,Uttar Pradesh,Department of Education,Primary,212106
09450302002,UPS CHAMU,PRAYAGRAJ,CHAMU,Uttar Pradesh,Department of Education,Upper Primary only,212107
09450203702,PS KULHADIYA,PRAYAGRAJ,KULHADIYA,Uttar Pradesh,Department of Education,Primary,212106
09450101201,PS OTHAGI TARHAR,PRAYAGRAJ,OTHAGI TARHAR,Uttar Pradesh,Department of Education,Primary,212107
09450504003,P.S. BUDDHIMAN SINGH KA PURA,PRAYAGRAJ,PATHARA,Uttar Pradesh,Department of Education,Primary,212306
09452102001,PS KHAMINIYA,PRAYAGRAJ,KHAMINIYA,Uttar Pradesh,Department of Education,Primary,212303
09450105203,P.S. MOHARIA KHURD,PRAYAGRAJ,DEWARA,Uttar Pradesh,Department of Education,Primary,212106
09450105402,COMPOSITE SCHOOL LONI PAR,PRAYAGRAJ,LONI PAR,Uttar Pradesh,Department of Education,Primary with Upper Primary,212106
09450303503,COMPOSIT SCHOOL REHI,PRAYAGRAJ,REHI,Uttar Pradesh,Department of Education,Primary with Upper Primary,212106
09450303801,PS SANDAWA KHURD,PRAYAGRAJ,SANDAWA KHURD,Uttar Pradesh,Department of Education,Primary,212107
09450307802,COMPOSIT SCHOOL MANKWAR,PRAYAGRAJ,MANAKWAR,Uttar Pradesh,Department of Education,Primary with Upper Primary,212107
09450303109,P.S. DAGAWA,PRAYAGRAJ,JARI,Uttar Pradesh,Department of Education,Primary,212107
09450306504,ANANDI PRASAD U.P.S,PRAYAGRAJ,JASARA,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212107
09450201303,PS KUANI,PRAYAGRAJ,BARSAUL,Uttar Pradesh,Department of Education,Primary,212301
09450301901,PS ASHARWAYIE,PRAYAGRAJ,ASHARWAYIE,Uttar Pradesh,Department of Education,Primary,212106
09452100601,PS GOSAUR KALA,PRAYAGRAJ,GOSAURA KALA,Uttar Pradesh,Department of Education,Primary,212305
09452101001,PS KATHAULI,PRAYAGRAJ,KATHAULI,Uttar Pradesh,Department of Education,Primary,212309
09452100905,RAM ABHILASH TIWARI KANYA JHS,PRAYAGRAJ,MEJA ROAD,Uttar Pradesh,Government Aided,Primary with Upper Primary,212305
09452100908,RAJENDRA PRASAD J.H.S.,PRAYAGRAJ,MEJA ROAD,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212303
09450100702,COMPOSITE SCHOOL GARHAVA,PRAYAGRAJ,GARAHVA,Uttar Pradesh,Department of Education,Primary with Upper Primary,212106
09451806601,PS BASARIYA,PRAYAGRAJ,BASARIIYA,Uttar Pradesh,Department of Education,Primary,212301
09452102601,UPS JERA,PRAYAGRAJ,JERA,Uttar Pradesh,Department of Education,Upper Primary only,212303
09452102602,PS JERA,PRAYAGRAJ,JERA,Uttar Pradesh,Department of Education,Primary,212303
09450302602,BHARTIYA SANSKRIT VIKASH UPS,PRAYAGRAJ,BAIJALA,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212107
09450508501,PAWANSUT U.P.S.,PRAYAGRAJ,DHARAWAL,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,212302
09450501501,PS AKHARI SHAH PUR,PRAYAGRAJ,AKHARISHAH PUR,Uttar Pradesh,Department of Education,Primary,212303
09450500205,DEVSHARAN U P S,PRAYAGRAJ,GUNAYIE,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212302
09450202702,M.L. NEHRU INTER COLL,PRAYAGRAJ,KAUNDHIYARA,Uttar Pradesh,Government Aided,Pri. with Upper Pri. Sec. and H.Sec.,212106
09450206701,COMPOSITE SCHOOL UMARI,PRAYAGRAJ,UMARI,Uttar Pradesh,Department of Education,Primary with Upper Primary,212301
09450302604,P.S. BAIJALA KHASH,PRAYAGRAJ,BAIJALA,Uttar Pradesh,Department of Education,Primary,212106
09450200813,P S DEVARI,PRAYAGRAJ,AKODHA,Uttar Pradesh,Department of Education,Primary,212301
09451304102,COMPOSITE SCHOOL AVANTIKA COLONY,PRAYAGRAJ,AWANTIKA COLONY,Uttar Pradesh,Department of Education,Primary with Upper Primary,211008
09451806507,Sarashwati Shishu Mandir PS Hindupur karchhana,PRAYAGRAJ,KARCHANA,Uttar Pradesh,Private Unaided (Recognized),Primary,212307
09451801602,U.P.S. DABHI,PRAYAGRAJ,DABHI,Uttar Pradesh,Department of Education,Upper Primary only,212301
09451806804,COMPOSITE SCHOOL RAM PUR,PRAYAGRAJ,RAM PUR,Uttar Pradesh,Department of Education,Primary with Upper Primary,212301
09451806707,JAI DEVI U.P.S.,PRAYAGRAJ,MUGARI,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,212301
09451802301,PS MARWA,PRAYAGRAJ,MARAWA,Uttar Pradesh,Department of Education,Primary,212307
09451300804,MADARSA  TALIME AIMA ULOOM,PRAYAGRAJ,MOHABBAT GANJ,Uttar Pradesh,Madarsa unrecognized,Primary,211007
09451803302,P.S. MACHAHAR PASIYAN BASTI,PRAYAGRAJ,MACHAHAR,Uttar Pradesh,Department of Education,Primary,212307
09451802402,UPS JHIRILACHHIPUR,PRAYAGRAJ,JHIRI LACCHIPUR,Uttar Pradesh,Department of Education,Upper Primary only,212307
09451801701,UPS KHEKSA,PRAYAGRAJ,KHEKSA,Uttar Pradesh,Department of Education,Upper Primary only,212301
09451806404,SMT. SHIV KUMRI INTER COLLEGE GHATWA,PRAYAGRAJ,GHATAWA,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,212301
09451802302,PS MANDAULI,PRAYAGRAJ,MARAWA,Uttar Pradesh,Department of Education,Primary,212307
09451802802,COMPOSITE SCHOOL LOHANDI,PRAYAGRAJ,LOHANDI,Uttar Pradesh,Department of Education,Primary with Upper Primary,212307
09452105904,CHANDRA KALI BALIKA INTER COL.,PRAYAGRAJ,PAKARI SEWAR,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,212305
09450103704,COMPOSITE SCHOOL NIBI,PRAYAGRAJ,NIBI,Uttar Pradesh,Department of Education,Primary with Upper Primary,212107
09452104701,PS KANIGADA,PRAYAGRAJ,KANIGADA,Uttar Pradesh,Department of Education,Primary,212305
09452100108,SARSWATI SHISHU MANDIR,PRAYAGRAJ,SIRSA  TOWN AREA,Uttar Pradesh,Private Unaided (Recognized),Primary,212305
09450103702,HARIGAN ADIVASHI P.S.,PRAYAGRAJ,NIBI,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,212108
09451505803,MAKTAB ISLAMIYA BHUPATIPUR,PRAYAGRAJ,BHUPATI PUR,Uttar Pradesh,Department of Education,Pri. with Upper Pri. Sec. and H.Sec.,
09451805302,COMPOSITE SCHOOL KABARA,PRAYAGRAJ,KAWARA,Uttar Pradesh,Department of Education,Primary with Upper Primary,212301
09450303502,P S REHI    II,PRAYAGRAJ,REHI,Uttar Pradesh,Department of Education,Primary,212106
09451809901,PS LIGDAHIYA,PRAYAGRAJ,LIGADAHIYA,Uttar Pradesh,Department of Education,Primary,212301
09452100701,PS KHAN PUR,PRAYAGRAJ,KHANPUR  ..,Uttar Pradesh,Department of Education,Primary,212303
