UDISE Code,School Name,District,Block,State,Management,Category,PIN Code
09452203233,R.B.M.INTER COLLEGE,PRAYAGRAJ,KARAILEE,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,211016
09452203232,R.B.M. GIRLS INTER COLLEGE,PRAYAGRAJ,KARAILEE,Uttar Pradesh,Private Unaided (Recognized),Secondary Only,211016
09451402703,PS PHULWARI BAG,PRAYAGRAJ,KATAHULA,Uttar Pradesh,Department of Education,Primary,211012
09452204004,SARSWATI VIDHAYA NIKETAN,PRAYAGRAJ,KATGHAR,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211003
09452203221,R.P.M. J.H.S.,PRAYAGRAJ,KARAILEE,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211002
09452203208,K.K. MEMORIAL J.H.S.,PRAYAGRAJ,KARAILEE,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211003
09452206404,MADARSA GHYAS  MEMORIAL ORIENTAL GIRLS SCHOOL,PRAYAGRAJ,KESARI,Uttar Pradesh,Madarsa unrecognized,Primary,211002
09452204007,MADARSA ISHLAMIYA HASMATIYA,PRAYAGRAJ,KATGHAR,Uttar Pradesh,Madarsa unrecognized,Primary with Upper Primary,211016
09451404106,SHIPRA INTER COLLEGE,PRAYAGRAJ,DEW GHAT..,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. Secondary and Higher Sec,211007
09452203230,MADARSA ZAMEYA DARULISHLAM,PRAYAGRAJ,KARAILEE,Uttar Pradesh,Madarsa unrecognized,Primary with Upper Primary,211016
09452200207,JYOTI SIKSHAN SANSTHAN P.V.,PRAYAGRAJ,KARAILABAG  KALONEE,Uttar Pradesh,Private Unaided (Recognized),Primary,211002
09452203213,J.B. ACADEMY P.V.,PRAYAGRAJ,KARAILEE,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211016
09452202009,EWING CHRISTIAN PUBLIC SCHOOL,PRAYAGRAJ,MUTTHI GANJ,Uttar Pradesh,Private Unaided (Recognized),Pri. with Upper Pri. Sec. and H.Sec.,
09452201409,RAMA DEVI BALIKA INTER COLL.,PRAYAGRAJ,MEERA PUR..,Uttar Pradesh,Government Aided,Pri. with Upper Pri. Sec. and H.Sec.,211003
09452203210,KARAILEE PUBLIC JHS GTB NAGAR,PRAYAGRAJ,KARAILEE,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211016
09452202909,MAZIDIYA ISHLAMIYA INTER COLLEGE,PRAYAGRAJ,ATALA,Uttar Pradesh,Government Aided,Pri. with Upper Pri. Sec. and H.Sec.,211003
09452209438,COMPOSITE SCHOOL MANNIYA KASHIRAM AWAS YOJANA,PRAYAGRAJ,RAJ ROOP PUR,Uttar Pradesh,Department of Education,Primary with Upper Primary,211011
09452203216,SHAUZAB CONVENT P.V,PRAYAGRAJ,KARAILEE,Uttar Pradesh,Private Unaided (Recognized),Primary,211016
09452203259,LITTLE ANGELS SCHOOL GTB NAGAR KARAILI,PRAYAGRAJ,KARAILEE,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,
09452200107,TAGORE PUBLIC SCHOOL,PRAYAGRAJ,ATARSUIYA,Uttar Pradesh,Private Unaided (Recognized),Pri. with Upper Pri. Sec. and H.Sec.,211003
09451402804,COMPOSITE SCHOOL PIPALGAON,PRAYAGRAJ,PIPAL GANW,Uttar Pradesh,Department of Education,Primary with Upper Primary,211012
09452201408,SHIV CHARAN DAS K.LAL INTER,PRAYAGRAJ,MEERA PUR..,Uttar Pradesh,Government Aided,Pri. with Upper Pri. Sec. and H.Sec.,210003
09450201802,COMPOSITE SCHOOL AAMBA,PRAYAGRAJ,AAMBA,Uttar Pradesh,Department of Education,Primary with Upper Primary,212106
09451500802,UPS REHTHU,PRAYAGRAJ,REHTHU,Uttar Pradesh,Department of Education,Upper Primary only,221508
09451109001,UPS SALEM PUR,PRAYAGRAJ,SALEM PUR,Uttar Pradesh,Department of Education,Upper Primary only,221505
09451509901,P.S. SHANKARPUR,PRAYAGRAJ,SHANKAR PUR,Uttar Pradesh,Department of Education,Primary,221503
09452208609,MAHILA UDYOG MANDIR INTER COLLEGE,PRAYAGRAJ,DARIYA BAD I,Uttar Pradesh,Government Aided,Pri. with Upper Pri. Sec. and H.Sec.,211003
09452208607,S.B. PUBLIC J.H.S. DARIYABAD,PRAYAGRAJ,DARIYA BAD I,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211003
09452208605,LAL BAHADUR SHASTRI SHIKSHA,PRAYAGRAJ,DARIYA BAD I,Uttar Pradesh,Private Unaided (Recognized),Primary,211003
09451405602,S.P.H.S BHAGWATIPUR MANDARI PRAYAGRAJ,PRAYAGRAJ,MANDARI ..,Uttar Pradesh,Private Unaided (Recognized),Pri. with Upper Pri. Sec. and H.Sec.,221503
09452203257,MADARSA  JAMIYA  AMAANUL ULOOM GAUSNAGAR,PRAYAGRAJ,KARAILEE,Uttar Pradesh,Madarsa unrecognized,Primary,211016
09451906102,PT.JAWAHAR LAL NEHRU INTER COLLEGE,PRAYAGRAJ,JALAL PUR,Uttar Pradesh,Government Aided,Upper Pri. Secondary and Higher Sec,212109
09452203249,MADARSA ARBIYA FATMA NAWAB NAGAR,PRAYAGRAJ,KARAILEE,Uttar Pradesh,Madarsa unrecognized,Primary,211016
09451401503,KASTURBA BOYS INTER COLLEGE,PRAYAGRAJ,BHAGAWAT PUR,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,221503
09450801001,COMPOSITE SCHOOL CHAK CHURA MANI,PRAYAGRAJ,CHAK CHURAMANI,Uttar Pradesh,Department of Education,Primary with Upper Primary,221505
09451604408,SAWTANTRATA SENANI RAJA RAM YADAV I.C.,PRAYAGRAJ,BARHA KALA...,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,212303
09450801202,UPS JUSHI,PRAYAGRAJ,OLD JUSHI,Uttar Pradesh,Department of Education,Upper Primary only,211019
09452201601,COMPOSITE SCHOOL HIVET ROAD,PRAYAGRAJ,HIVET ROAD,Uttar Pradesh,Department of Education,Primary with Upper Primary,211003
09452202903,ALKURANIYA P.S.,PRAYAGRAJ,ATALA,Uttar Pradesh,Private Unaided (Recognized),Primary,211003
09452202601,PS RANI MANDI,PRAYAGRAJ,RANI MANDI .,Uttar Pradesh,Department of Education,Primary,211003
09452205101,PS RANI MANDI,PRAYAGRAJ,RANI MANDI,Uttar Pradesh,Department of Education,Primary,211003
09451812701,COMPOSITE SCHOOL FATTE PUR,PRAYAGRAJ,PHATTE PUR,Uttar Pradesh,Department of Education,Primary with Upper Primary,212307
09451401802,UPS BEGUM PUR,PRAYAGRAJ,BEGUM PUR,Uttar Pradesh,Department of Education,Upper Primary only,212202
09452202912,MQM ORIENTAL SCHOOL,PRAYAGRAJ,ATALA,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,
09451401801,PS BEGUM PUR,PRAYAGRAJ,BEGUM PUR,Uttar Pradesh,Department of Education,Primary,211007
09452202001,COMPOSITE SCHOOL MUTTHI GANJ,PRAYAGRAJ,MUTTHI GANJ,Uttar Pradesh,Department of Education,Primary with Upper Primary,211003
09452202008,DR K. P. JAISWAL  INT. COOLEGE,PRAYAGRAJ,MUTTHI GANJ,Uttar Pradesh,Government Aided,Upper Pri. Secondary and Higher Sec,211003
09452204511,BRIGHT STARS PUBLIC SCHOOL,PRAYAGRAJ,ABUBAKAR PUR,Uttar Pradesh,Private Unaided (Recognized),Primary,211016
09452203504,SIDRA MONTESARY SCHOOL SULTANPUR BHAWA,PRAYAGRAJ,SULTAN PUR BHAWA,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,
09450902106,ZAMIYA ARBIYA ANWARUL ULOOM,PRAYAGRAJ,MAUAIMA,Uttar Pradesh,Madarsa recognized (by Wakf board/Madarsa Board),Pri. Upper Pri. and Secondary Only,212501
09451401502,COMPOSITE SCHOOL BHAGWAT PUR,PRAYAGRAJ,BHAGAWAT PUR,Uttar Pradesh,Department of Education,Primary with Upper Primary,211012
09451402807,C.P. GOUTAM INTER COLLEGE,PRAYAGRAJ,PIPAL GANW,Uttar Pradesh,Private Unaided (Recognized),Pri. with Upper Pri. Sec. and H.Sec.,211012
09451505002,U.P.S. MADHO NPUR,PRAYAGRAJ,MADHO PUR,Uttar Pradesh,Department of Education,Upper Primary only,221502
09452202602,GOPI NATH GIRIJA NANDANI U.M.V,PRAYAGRAJ,RANI MANDI .,Uttar Pradesh,Government Aided,Pri. with Upper Pri. Sec. and H.Sec.,211001
09451812903,SARYOO PARASAD PUBLIC SCHOOL,PRAYAGRAJ,POORA GHEESHAN,Uttar Pradesh,Private Unaided (Recognized),Primary,212301
09452203905,SHISHU MANTESORY CON.SCHOOL,PRAYAGRAJ,BENI GANJ,Uttar Pradesh,Private Unaided (Recognized),Primary,211011
09450601302,COMPOSIT SCHOOL  HARBHAN P UR,PRAYAGRAJ,HARBHAN PUR,Uttar Pradesh,Department of Education,Primary with Upper Primary,212402
09452201901,COMPOSITE SCHOOL KYDGANJ NAYI BASTI,PRAYAGRAJ,KEED GANJ NAYIE BASTI,Uttar Pradesh,Department of Education,Primary with Upper Primary,211003
09452200108,MADARSA DAROOL ULOOM KADARIYA AFFANIYA,PRAYAGRAJ,ATARSUIYA,Uttar Pradesh,Madarsa unrecognized,Pri. with Upper Pri. Sec. and H.Sec.,
09452008101,P.S. SIKARAHA,PRAYAGRAJ,SIKARAHA,Uttar Pradesh,Department of Education,Primary,221502
09450808301,PS KUNWA DEEH,PRAYAGRAJ,KUNWA DEH,Uttar Pradesh,Department of Education,Primary,221505
09450801907,T.R.P.S. INTER COLLEGE BIKAPUR HANUMANGANJ,PRAYAGRAJ,BEKA PUR,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,221505
09450805101,PS MALAWA BUGURG,PRAYAGRAJ,MALAWA BUGURG,Uttar Pradesh,Department of Education,Primary,211019
09450803102,KASTURBA GANDHI BALIKA U.P.S.,PRAYAGRAJ,JAGAT PUR,Uttar Pradesh,Government Aided,Upper Primary only,221505
09450801203,PS OLD JUSHI,PRAYAGRAJ,OLD JUSHI,Uttar Pradesh,Department of Education,Primary,211019
09450805701,PS FAIZULLA PUR,PRAYAGRAJ,FAIZULLA PUR,Uttar Pradesh,Department of Education,Primary,221507
09452201906,KOSHAL KISHORE J.H.S.,PRAYAGRAJ,KEED GANJ NAYIE BASTI,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211003
09452212306,MADARSA IMAMIA ANWARUL ULOOM,PRAYAGRAJ,SULTAN PUR BHAWA,Uttar Pradesh,Madarsa recognized (by Wakf board/Madarsa Board),Pri. with Upper Pri. Sec. and H.Sec.,
09450900901,PS SULTAN PUR KHASH,PRAYAGRAJ,SULTAN PUR KHASH,Uttar Pradesh,Department of Education,Primary,212507
09452203502,SHIV NARAYAN SHIKSHA SADAN,PRAYAGRAJ,SULTAN PUR BHAWA,Uttar Pradesh,Government Aided,Upper Primary only,211016
09452214203,SAINIK BAL VIKASH VIDHYA MANDIR INTER COLLEGE,PRAYAGRAJ,CANT AREA,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,211004
09452209436,GANGA GIRLS U.M.V.,PRAYAGRAJ,RAJ ROOP PUR,Uttar Pradesh,Private Unaided (Recognized),Secondary Only,211006
09452102803,UPS AKHODHA,PRAYAGRAJ,AKODHA,Uttar Pradesh,Department of Education,Upper Primary only,212303
09452204601,PS MUNSHI RAM PRASAD KI BAGH,PRAYAGRAJ,MUNSHI RAM PRASAD KI BAGH,Uttar Pradesh,Department of Education,Primary,211003
09450900402,KARE DEEN SINGH SMARAK INTER COLLEGE,PRAYAGRAJ,MADARI,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. Secondary and Higher Sec,212507
09452212501,SHISHU SANGAM P.V.,PRAYAGRAJ,CHOUKHANDI,Uttar Pradesh,Private Unaided (Recognized),Primary,211008
09451705402,U.P.S.ARUWANV,PRAYAGRAJ,ARUWANV,Uttar Pradesh,Department of Education,Upper Primary only,212503
09451710401,COMPOSITE SCHOOL BANTARI,PRAYAGRAJ,BANTARI,Uttar Pradesh,Department of Education,Primary with Upper Primary,212503
09451403903,GURU MADHAV P SHUKLA JHS,PRAYAGRAJ,LAKHAN PUR,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,211012
09451404103,GURU MADHAVA PRASAD INTER COLLEGE,PRAYAGRAJ,DEW GHAT..,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,211012
09452211201,DAYANAND ARYA P.V.,PRAYAGRAJ,KHALASHI LINE,Uttar Pradesh,Private Unaided (Recognized),Primary,211001
09451402805,VIMAL BAL BHARTI BALIKA U P S,PRAYAGRAJ,PIPAL GANW,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211012
09452202806,KANHAIYA LAL VIDHAYA MANDIR,PRAYAGRAJ,NAYA KRISHANA NAGAR,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,211003
09452202804,SHISHU SANGAM VIDHALAYA,PRAYAGRAJ,NAYA KRISHANA NAGAR,Uttar Pradesh,Private Unaided (Recognized),Primary,211003
09452102801,PS AKODHA,PRAYAGRAJ,AKODHA,Uttar Pradesh,Department of Education,Primary,212303
09452202007,ARYA KANYA INT COLLEGE,PRAYAGRAJ,MUTTHI GANJ,Uttar Pradesh,Government Aided,Pri. with Upper Pri. Sec. and H.Sec.,211003
09451404102,GURU MADHAVA PRASAD SHUKLA GIRLS INTER COLLEGE,PRAYAGRAJ,DEW GHAT..,Uttar Pradesh,Private Unaided (Recognized),Secondary Only,211012
09451102203,U.P.S. KAROUNHA,PRAYAGRAJ,KAROUNHA,Uttar Pradesh,Department of Education,Upper Primary only,221508
09450703101,PS SHAHAWA PUR,PRAYAGRAJ,SHAHAWA PUR,Uttar Pradesh,Department of Education,Primary,229412
09450704401,PS BHAWA PUR,PRAYAGRAJ,BHAWA PUR,Uttar Pradesh,Department of Education,Primary,212502
09452205102,ALI MEMORIAL J.H.S.,PRAYAGRAJ,RANI MANDI,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211003
09452203202,PS KARAILEE  II,PRAYAGRAJ,KARAILEE,Uttar Pradesh,Department of Education,Primary,211016
09452202701,PS TRIVENI ROAD,PRAYAGRAJ,TRIVENI ROAD,Uttar Pradesh,Department of Education,Primary,211001
09451402806,VIMAL BAL BHARTI INTER COLLEGE,PRAYAGRAJ,PIPAL GANW,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,211012
09452212302,PRAYAG NURSARY AND P.V.,PRAYAGRAJ,SULTAN PUR BHAWA,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211003
09452206401,PS KESARI,PRAYAGRAJ,KESARI,Uttar Pradesh,Department of Education,Primary,211016
09452200105,SWAMI VIVEKANAD VIDYA MANDIR,PRAYAGRAJ,ATARSUIYA,Uttar Pradesh,Private Unaided (Recognized),Secondary Only,210002
09452205204,CHOTE LAL J.H.S. NIHALPUR,PRAYAGRAJ,NIHAL PUR,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211006
09452205205,KHALIL MEMORIAL J.H.S. NIHAL P,PRAYAGRAJ,NIHAL PUR,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211002
09451101602,COMPOSIT  SAIDAHA JALAL PUR,PRAYAGRAJ,SAIDAHA,Uttar Pradesh,Department of Education,Primary with Upper Primary,212402
09452200102,COMPOSITE SCHOOL ATARSUIYA,PRAYAGRAJ,ATARSUIYA,Uttar Pradesh,Department of Education,Primary with Upper Primary,211003
09452203101,PS MINTO PARK,PRAYAGRAJ,MONTO PARK,Uttar Pradesh,Department of Education,Primary,211003
09452203007,MADARSA STAR PUBLIC SCHOOL,PRAYAGRAJ,UNCHA MANDI,Uttar Pradesh,Madarsa recognized (by Wakf board/Madarsa Board),Primary,211003
09452203201,PS KARAILEE,PRAYAGRAJ,KARAILEE,Uttar Pradesh,Department of Education,Primary,211016
09452208802,OM SARSHWATI SHISHU MANDIR,PRAYAGRAJ,MALVIYA NAGAR,Uttar Pradesh,Private Unaided (Recognized),Primary,211210
09452102708,SHAKUNTLA DEVI PS URUWA,PRAYAGRAJ,LEHADI,Uttar Pradesh,Private Unaided (Recognized),Primary,212303
09452102703,SHAKUNATALA DEVI J.H.S.,PRAYAGRAJ,LEHADI,Uttar Pradesh,Private Unaided (Recognized),Upper Pri. and Secondary,212303
09452103001,PS URUAVA,PRAYAGRAJ,URUAVA,Uttar Pradesh,Department of Education,Primary,212303
09450708201,R.P. YADAV I.C. DEVGALPUR,PRAYAGRAJ,DEWAGAL PUR,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,212502
09450700119,R.D.PATEL U.M.V. AKBARPUR,PRAYAGRAJ,SORAM,Uttar Pradesh,Private Unaided (Recognized),Secondary Only,212502
09452205207,NEW BABY MUSLIM GIRLS H.S. NIHALPUR,PRAYAGRAJ,NIHAL PUR,Uttar Pradesh,Private Unaided (Recognized),Pri. Upper Pri. and Secondary Only,211016
09452205206,IMPACT GIRLS INTER COLLEGE,PRAYAGRAJ,NIHAL PUR,Uttar Pradesh,Private Unaided (Recognized),Pri. with Upper Pri. Sec. and H.Sec.,211003
09452205203,AHAMAD MEMORIAL P.V.,PRAYAGRAJ,NIHAL PUR,Uttar Pradesh,Private Unaided (Recognized),Pri. with Upper Pri. Sec. and H.Sec.,210003
09451403203,COMPOSITE SCHOOL CHIRLA MUNJAFTA,PRAYAGRAJ,CHIRLA MUJAFATA,Uttar Pradesh,Department of Education,Primary with Upper Primary,211012
09452208803,GOURI PATHSHALA INTER COLLEGE,PRAYAGRAJ,MALVIYA NAGAR,Uttar Pradesh,Government Aided,Pri. with Upper Pri. Sec. and H.Sec.,211003
09451100502,COMPOSIT CHAK SIKANDAR,PRAYAGRAJ,CHAK SIKANDAR,Uttar Pradesh,Department of Education,Primary with Upper Primary,221505
09452203302,DARUL ULOOM GHARIB NAWAZ,PRAYAGRAJ,ROSHAN BAGH,Uttar Pradesh,Madarsa recognized (by Wakf board/Madarsa Board),Pri. with Upper Pri. Sec. and H.Sec.,
09452214601,RISHU KUL PUBLIC SCHOOL,PRAYAGRAJ,OM PRAKASH SABHA SAD NAGER,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211011
09452209417,SAINIK BAL VIKASH VIDHAYA MAND,PRAYAGRAJ,RAJ ROOP PUR,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211006
09452204507,BAL SHISHU NIKETAN CHAKIYA,PRAYAGRAJ,ABUBAKAR PUR,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211016
09452214301,JUBAIDA KHATOON J.H.S.,PRAYAGRAJ,CHAKIYA,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211008
09452200704,BAL NIKETAN JHS,PRAYAGRAJ,PHAPHA  MAU  BAZAR,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211013
09452202304,KIDWAI MEMO. J.H.S.,PRAYAGRAJ,HIMMAT GANJ,Uttar Pradesh,Government Aided,Pri. with Upper Pri. Sec. and H.Sec.,211016
09452202305,LOVKUSH VIDHALAYA,PRAYAGRAJ,HIMMAT GANJ,Uttar Pradesh,Government Aided,Pri. Upper Pri. and Secondary Only,211016
09451502001,P.S.KHARAHARA,PRAYAGRAJ,KHARAHARA..,Uttar Pradesh,Department of Education,Primary,221503
09452202302,MOTHER MERRY P.V.,PRAYAGRAJ,HIMMAT GANJ,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211002
09452213002,S.S. BHARTI J.H.S. DARIYABAD,PRAYAGRAJ,DARIYA BAD II,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211003
09452205208,MADARSA ANAMTA NISHWA,PRAYAGRAJ,NIHAL PUR,Uttar Pradesh,Madarsa unrecognized,Primary,211001
09452201701,COMPOSITE SCHOOL NAKHAS KOHNA,PRAYAGRAJ,NAKHAS KOHANA,Uttar Pradesh,Department of Education,Primary with Upper Primary,211003
09452209406,J.D. MEMORIAL P.V. CHAK NIRATU,PRAYAGRAJ,RAJ ROOP PUR,Uttar Pradesh,Private Unaided (Recognized),Primary,211008
09452204203,AL HAMARA FARUQUI SCHOOL,PRAYAGRAJ,CHAK NIRATUL,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,211016
09451501701,PS KALNA,PRAYAGRAJ,KALNA,Uttar Pradesh,Department of Education,Primary,221503
09451102303,COMPOSIT BASGIT,PRAYAGRAJ,BASGIT,Uttar Pradesh,Department of Education,Primary with Upper Primary,221508
09451405601,PS MANDARI,PRAYAGRAJ,MANDARI ..,Uttar Pradesh,Department of Education,Primary,211012
09452108703,RAMWATI DEVI P.S.,PRAYAGRAJ,AMILIYA KALA,Uttar Pradesh,Private Unaided (Recognized),Pri. Upper Pri. and Secondary Only,212303
09452107906,RAM KISHOR U.M.V. KOTAHA,PRAYAGRAJ,KOTHA,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,212303
09452103401,PS KOTAHA,PRAYAGRAJ,CHATVA..,Uttar Pradesh,Department of Education,Primary,212303
09452201405,SUN RISE PUBLIC SCHOOL,PRAYAGRAJ,MEERA PUR..,Uttar Pradesh,Private Unaided (Recognized),Primary,211001
09450704201,PS MOHAN GANJ,PRAYAGRAJ,MOHAN GANJ,Uttar Pradesh,Department of Education,Primary,211014
09450300301,PS UMA PUR,PRAYAGRAJ,UMAPUR,Uttar Pradesh,Department of Education,Primary,212107
09450206201,U.P.S. UMASHANKAR TIWARI,PRAYAGRAJ,THADHAVILARA,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,212301
09450206203,UMA SHANKAR TIWARI INTER COLLEGE THAD BILAR,PRAYAGRAJ,THADHAVILARA,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,232110
09450704301,PS SADHAN GANJ,PRAYAGRAJ,SADHAN GANJ,Uttar Pradesh,Department of Education,Primary,212502
09450302202,SMT. JAI KALA DEVI P.S.,PRAYAGRAJ,PANDAR,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,212107
09452103301,PS KODHANIYA,PRAYAGRAJ,KODHANIYA,Uttar Pradesh,Department of Education,Primary,212303
09451105301,PS SARAY MANSOOR,PRAYAGRAJ,SARAY MANSUR,Uttar Pradesh,Department of Education,Primary,221508
09451103201,PS UTARAW,PRAYAGRAJ,UTRAON,Uttar Pradesh,Department of Education,Primary,221508
09451106201,PS SARI BANSHI,PRAYAGRAJ,SARAI BANSHI,Uttar Pradesh,Department of Education,Primary,221508
09451107901,PS USHMA PUR,PRAYAGRAJ,USHMA PUR,Uttar Pradesh,Department of Education,Primary,221508
09451100402,VIKASH INTER COLLEGE SAHVAJPUR HANUMANGANJ,PRAYAGRAJ,SHAHBAJ PUR,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,221505
09451107601,PS TELIYA TARA,PRAYAGRAJ,TELIYA TARA,Uttar Pradesh,Department of Education,Primary,221508
09451104810,LET. JWHER SINGH YADAV U.M.V.,PRAYAGRAJ,ASHE PUR,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,221508
09451112501,CH. HIRA LAL SINGH P.S.,PRAYAGRAJ,BALIPUR,Uttar Pradesh,Private Unaided (Recognized),Primary,221508
09451110701,P.S. RAGHUPUR,PRAYAGRAJ,RAGHUPUR,Uttar Pradesh,Department of Education,Primary,221508
09451102703,P.S. CHABILAHA,PRAYAGRAJ,POUDAN,Uttar Pradesh,Department of Education,Primary,221508
09451105902,JAWAHAR LAL INTER COLLEGE,PRAYAGRAJ,JWALA PUR..,Uttar Pradesh,Private Unaided (Recognized),Secondary with Higher Secondary,212402
09451104902,MADARASA AL BANATUL AJIJIYA,PRAYAGRAJ,ANJANA,Uttar Pradesh,Madarsa unrecognized,Pri. with Upper Pri. Sec. and H.Sec.,221508
09451112101,P.S. BADDO KA PURA,PRAYAGRAJ,BADDO KA PURA,Uttar Pradesh,Department of Education,Primary,221505
09451403904,GURU MADHAV PRASAD SHUKLA BALIKA,PRAYAGRAJ,LAKHAN PUR,Uttar Pradesh,Private Unaided (Recognized),Upper Primary only,211012
09451511701,P.S. KAMANA PUR,PRAYAGRAJ,KAMANA PUR,Uttar Pradesh,Department of Education,Primary,221503
09451101301,PS PYARE PUR,PRAYAGRAJ,PYARE PUR,Uttar Pradesh,Department of Education,Primary,221505
09452209412,D.S.SINGROUR S.SANSTHAN,PRAYAGRAJ,RAJ ROOP PUR,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211006
09452209440,DIGGAJ SINGH U.M.V.,PRAYAGRAJ,RAJ ROOP PUR,Uttar Pradesh,Private Unaided (Recognized),Secondary Only,211001
09452211502,MADARSA   JAMIYA NIZAMIA,PRAYAGRAJ,DAYARA SHAH AHAMAD,Uttar Pradesh,Madarsa recognized (by Wakf board/Madarsa Board),Pri. with Upper Pri. Sec. and H.Sec.,211003
09452205202,NEW BEBI MUSHLIM GORLS JHS,PRAYAGRAJ,NIHAL PUR,Uttar Pradesh,Government Aided,Primary with Upper Primary,211016
09452212101,THAKURDEEN UPS,PRAYAGRAJ,BAHADUR GANJ,Uttar Pradesh,Government Aided,Primary with Upper Primary,211003
09452208801,PS MALVIYA NAGAR,PRAYAGRAJ,MALVIYA NAGAR,Uttar Pradesh,Department of Education,Primary,211003
09452203904,BABA SHISHU M ANDIR BENIGANJ,PRAYAGRAJ,BENI GANJ,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,211016
09451403908,GLOBAL PUBLIC SCHOOL MITRA NAGAR,PRAYAGRAJ,LAKHAN PUR,Uttar Pradesh,Private Unaided (Recognized),Primary,211012
09450804102,U.P.S. SINGARA MAU,PRAYAGRAJ,SINGARA MAU,Uttar Pradesh,Department of Education,Upper Primary only,221507
09450804902,U.P.S. GULAL PUR,PRAYAGRAJ,GULAL PURA,Uttar Pradesh,Department of Education,Upper Primary only,221507
09450808702,U.P.S. LILA PUR KALA,PRAYAGRAJ,LILA PUR KALA,Uttar Pradesh,Department of Education,Upper Primary only,221505
09452203401,PS BAKSHI BAZAR,PRAYAGRAJ,BAKSHI BAZAR,Uttar Pradesh,Department of Education,Primary,211003
09452212104,SARVARYA INTER COLLEGE,PRAYAGRAJ,BAHADUR GANJ,Uttar Pradesh,Government Aided,Pri. with Upper Pri. Sec. and H.Sec.,211003
09452212103,DR.S.N. BASHU U.P.S.,PRAYAGRAJ,BAHADUR GANJ,Uttar Pradesh,Government Aided,Primary with Upper Primary,211003
09452203001,PS UNCHA MANDI,PRAYAGRAJ,UNCHA MANDI,Uttar Pradesh,Department of Education,Primary,211003
09452203402,HAZI RAMJAN ALI P.V.,PRAYAGRAJ,BAKSHI BAZAR,Uttar Pradesh,Private Unaided (Recognized),Primary,211003
09451403906,SAROJ DEVI P S,PRAYAGRAJ,LAKHAN PUR,Uttar Pradesh,Private Unaided (Recognized),Primary,211012
09452211108,CROSTHWAITE GIRLS COLLEGE,PRAYAGRAJ,RAM BAGH,Uttar Pradesh,Government Aided,Upper Pri. Secondary and Higher Sec,211003
09451509903,SATYA NARAYAN VISHWAKARMA H.S.S.,PRAYAGRAJ,SHANKAR PUR,Uttar Pradesh,Private Unaided (Recognized),Secondary Only,221503
09451509902,SATYANARAYN U.P.S.,PRAYAGRAJ,SHANKAR PUR,Uttar Pradesh,Private Unaided (Recognized),Primary with Upper Primary,221503
09451512201,P.S.DURGAJIYA,PRAYAGRAJ,DURGAJIYA,Uttar Pradesh,Department of Education,Primary,221503
